nom,note,prix,categories,adresse,latitude,longitude
Les Canailles,4.6,€€€,French,25 Rue La Bruyère 75009 Paris France,48.8792768,2.3345899
L'Annexe,4.6,€€,French,13 rue Trois Frères 75018 Paris France,48.88419,2.34126
Le Royal Cadet,4.0,N/A,"Brasseries, Bars",11 Rue Cadet 75009 Paris France,48.87558,2.34354
Grenouilles,4.8,€,"Sandwiches, Delicatessen",55 rue du Chevalier de la Barre 75018 Paris France,48.8871061857917,2.34178242552619
Secrets de Famille,4.5,€€,Bistros,11 rue blanche 75009 Paris France,48.878335,2.3316525
Bourgogne Sud,4.1,€€€,French,14 Rue Clichy 75009 Paris France,48.87815,2.3301
Le Bistrot de la Galette,4.9,€€€,French,102 ter rue Lepic 75018 Paris France,48.88716,2.33751
Les Vedettes,4.0,€€,"Bars, French",13 place Pigalle 75009 Paris France,48.88224,2.33678
Le Bouclier de Bacchus,4.4,€€,"French, Wine Bars, Beer, Wine & Spirits",18 rue Saint-Lazare 75009 Paris France,48.87674,2.33747
Café Marlette - Pigalle,3.9,€€,"Bakeries, Breakfast & Brunch, Cafes",51 rue des Martyrs 75009 Paris France,48.880275,2.339808
Au Petit Riche,3.8,€€€,French,25 rue le Peletier 75009 Paris France,48.87322,2.3387
Les Affranchis,4.1,€€€,French,5 rue Henri Monnier 75009 Paris France,48.8795,2.33708
Chez Toinette,4.6,€€€,French,20 rue Germain Pilon 75018 Paris France,48.88401,2.33682
Phô Saint-Georges,4.6,N/A,Vietnamese,35 rue Notre Dame de Lorette 75009 Paris France,48.879586,2.336491
Al Caratello,4.7,€€,Italian,5 rue Audran 75018 Paris France,48.885237,2.335898
Le Palmarium,3.9,N/A,French,11 rue Joubert 75009 Paris France,48.8745689,2.3315799
Chungking Express,4.5,€€,"Chinese, Hot Pot",5 rue de la Tour d'Auvergne 75009 Paris France,48.8788012590711,2.3448543785506
La Palanche d'Âulac,4.7,€€,"Vietnamese, Vegan",13 rue Rodier 75009 Paris France,48.87826,2.342548
Belle Maison,4.3,N/A,Seafood,4 rue de Navarin 75009 Paris France,48.87954,2.33963
PanPan,4.5,€€,"Restaurants, Cocktail Bars",32 rue Drouot 75009 Paris France,48.8746681,2.34094
Louis,5.0,€€€€,"Bistros, French",23 rue de la Victoire 75009 Paris France,48.875061,2.3387899
Braun Notes,4.7,€€,"Coffee & Tea, Breakfast & Brunch",31-33 rue de Mogador 75009 Paris France,48.8758317288875,2.33099130479798
Hugo,4.5,€€,French,12 rue Papillon 75009 Paris France,48.87626,2.34727
Sacrée Fleur,4.6,€€€,French,50 rue Clignancourt 75018 Paris France,48.88758,2.3479199
M.Jacques,5.0,N/A,Bistros,24 rue Laffitte 75009 Paris France,48.873049,2.337877
Les Petits Pois sont Rouges,4.3,N/A,"French, Food Delivery Services",63 Rue de Provence 75009 Paris France,48.874312,2.333573
La Table des Anges,4.3,€€€,"French, Bistros, Brasseries",66 rue des Martyrs 75009 Paris France,48.88102,2.3401
Les Apôtres de Pigalle,4.6,€€,"Wine Bars, Tapas Bars",2 rue Germain Pilon 75018 Paris France,48.8830163864255,2.33642600476742
Café de la Butte,4.8,€€€,French,71 Rue Caulaincourt 75018 Paris France,48.88965590654,2.336664036781
POJO,4.7,N/A,French,38 rue de Douai 75009 Paris France,48.882771,2.332336
Piccola Toscana,4.5,€€,Italian,10 rue Rochambeau 75009 Paris France,48.8772897,2.3461
Maison Landemaine,3.5,€€,"Bakeries, Salad, Sandwiches",26 rue des Martyrs 75009 Paris France,48.87832,2.33975
Mae Café,4.0,N/A,Restaurants,42 rue SaintGeorges 75009 Paris France,48.8768806,2.33722
Saveur du Sichuan,4.0,€€,Chinese,52 rue du Faubourg Montmartre 75009 Paris France,48.8753,2.34093
Stereo,5.0,N/A,"Wine Bars, French",43 rue Notre-Dame de Lorette 75009 Paris France,48.879506,2.3359816
Le Garde-temps,4.3,€€€,"Brasseries, Bistros, French",19 bis rue Fontaine 75009 Paris France,48.88155,2.33409
Le Relais Gascon,3.9,€€,French Southwest,6 rue des Abesses 75018 Paris France,48.88403,2.3391
Le Jardin d'en Face,4.6,€€,French,29 rue des Trois Frères 75018 Paris France,48.88482,2.34078
La Cantine d'Eugène,4.5,N/A,French,6 rue Buffault 75009 Paris France,48.8750305,2.34162
So Nat,4.4,€€,"Vegan, Vegetarian",5 rue Bourdaloue 75009 Paris France,48.87641,2.33854
Midi12,4.7,€€,Creperies,12 rue la Fayette 75009 Paris France,48.87335,2.33469
Mian Fan,3.8,€€,Asian Fusion,40 rue Saint-Georges 75009 Paris France,48.87673,2.33712
Crêperie Brocéliande,4.6,€€,"Creperies, French, Gluten-Free",15 rue des Trois Frères 75018 Paris France,48.884346,2.341099
Le Petit Cadet,3.4,N/A,Brasseries,9 rue Cadet 75009 Paris France,48.87494,2.34291
Dumbo,4.8,N/A,Burgers,64 rue Jean-Baptiste Pigalle 75009 Paris France,48.88169,2.33691
Kozy Kanopé - All day Brunch & Coffee,4.2,€€,"Breakfast & Brunch, Coffee & Tea",46 rue Lafayette 75009 Paris France,48.87479,2.34017
L'Anvers du Decor,4.1,€€€,French,32 bis rue Orsel 75018 Paris France,48.88374,2.34316
Restaurant du Paradis,4.7,€€,French,66 rue du Faubourg Poissonnière 75010 Paris France,48.8758583,2.3483601
Abuela,5.0,N/A,Tapas Bars,43 rue Notre Dame de Lorette 75009 Paris France,48.8794923766656,2.33598176389933
Chez Vincent,3.9,€€,Restaurants,56 rue St Georges 75009 Paris France,48.877937,2.3375357
Caramel Sarrasin,4.7,€€,"Creperies, Gluten-Free",47 rue du faubourg-Montmartre 75009 Paris France,48.874738,2.341237
LACTEM,5.0,N/A,"Breakfast & Brunch, Cafes",58 rue du Faubourg Montmartre 75009 Paris France,48.8755826430233,2.34066554049279
Le Grand Comptoir d'Anvers,3.9,N/A,"French, Brasseries",2 place d'Anvers 75009 Paris France,48.88201,2.34495
Terra Corsa,4.0,€€,"Specialty Food, Delicatessen, Tapas/Small Plates",42 rue des Martyrs 75009 Paris France,48.87921,2.33994
Le Bon Jour,4.0,N/A,French,6 rue de Maubeuge 75009 Paris France,48.87629,2.3409399
Nous,4.4,€€,"Burgers, Breakfast & Brunch, Salad",8 rue de Châteaudun 75009 Paris France,48.875937,2.341319
Le Caviste Bio,4.3,€€€,"French, Bistros",50 rue de Maubeuge 75009 Paris France,48.8784599,2.34569
Salsamenteria di Parma,4.1,€€,"Italian, Wine Bars",40 rue Saint-Georges 75009 Paris France,48.876567,2.337266
L'Avenir,4.5,€€,Moroccan,51 rue Blanche 75009 Paris France,48.88103,2.3314499
Café de la Roseraie,4.3,€€,"Bars, Cafes",1 Rue Bleue 75009 Paris France,48.87583,2.34795
Bistrot Smiley,3.7,€€,"Bistros, Cocktail Bars",37 rue des Martyrs 75009 Paris France,48.8792686,2.3398499
Les Enfants Perdus,4.1,€€€,"French, Cocktail Bars",9 rue des Recollets 75010 Paris France,48.87439,2.36201
Le Dellys,4.4,€€,"Bars, Brasseries, Mediterranean",5 rue des Deux Gares 75010 Paris France,48.87834,2.3578
Le Buffet de la Gare,4.2,€€,"Bars, Cafes, Brasseries",70 bd de Strasbourg 75010 Paris France,48.8752213,2.3578801
Marrow,4.8,N/A,Bistros,128 rue du Faubourg Saint-Martin 75010 Paris France,48.8743883730763,2.35890693962574
Shouk,4.8,N/A,Mediterranean,59 rue de Lancry 75010 Paris France,48.8720575636731,2.36256116124555
Le Valmy,3.9,€€,"Brasseries, French, Cocktail Bars",145 quai de Valmy 75010 Paris France,48.877615,2.365153
Chez Fabienne,5.0,€,Creperies,85 bis boulevard Magenta 75010 Paris France,48.87697,2.35519
Le Chateau Landon,4.5,€€,"Coffee & Tea, Bistros",187 rue Faubourg St Martin 75010 Paris France,48.87928,2.36272
Les Orientalistes,4.5,€€€,"Mediterranean, French",4 rue Saint-Laurent 75010 Paris France,48.875555,2.358789
HABILE.,4.8,N/A,Restaurants,16 rue de Lancry 75010 Paris France,48.86965,2.36067
Les Vinaigriers,4.3,€€€,"French, Bistros, Wine Bars",42 rue des Vinaigriers 75010 Paris 10 France,48.87326,2.361247
Les Rupins,4.6,€€,"Bistros, Cafes",35 bd de Magenta 75010 Paris France,48.871948,2.359658
BMK Paris-Bamako,4.5,N/A,"African, Imported Food, Halal",14 rue de la Fidélité 75010 Paris France,48.8746099,2.35655
Le Bistrot Lorrain,3.8,€€,"French, Italian, Pizza",17 Rue 8 Mai 1945 75010 Paris France,48.87643,2.35638
Mamagoto,4.3,€,"French, Modern European, Wine Bars",5 rue des Petits Hotels 75010 Paris France,48.87727,2.3545
L'Atmosphère,3.4,€€,"French, Mediterranean, Vegetarian",49 rue Lucien Sampaix 75010 Paris France,48.87435,2.3626
La Patache,3.9,€€,French,60 rue de Lancry 75010 Paris France,48.872664,2.363525
La Chaufferie,4.1,€€,"Bars, French",2 boulevard Denain 75010 Paris France,48.8788718,2.3541699
L'Enchotte,4.2,€,"Food, French",11 rue Chabrol 75010 Paris France,48.87655,2.35491
Holybelly,4.7,€€,"Breakfast & Brunch, Coffee & Tea",5 rue Lucien Sampaix 75010 Paris France,48.871022,2.359819
NENI,5.0,N/A,French,12 boulevard de Denain 75010 Paris France,48.8795065,2.3547303
Les Parigots,3.9,€€,"Bars, Brasseries",5 rue Château d'eau 75010 Paris France,48.86926,2.36183
L'Appartement Saint-Martin Paris,4.4,€€,"Tapas/Small Plates, Cocktail Bars",2 rue du Faubourg Saint-Martin 75010 Paris France,48.8692826430148,2.3558928760574
Urfa Dürüm,4.3,€,"Middle Eastern, Turkish",56 rue du Faubourg Saint-Denis 75010 Paris France,48.87234,2.35422
Le Chansonnier,4.1,€€€,French,14 Rue Eugene Varlin 75010 Paris France,48.87862,2.36419
Chameleon,4.5,€€€,French,70 Rue René Boulanger 75010 Paris France,48.86913,2.3581
Pleine Mer,4.3,€€,Seafood,22 rue de Chabrol 75010 Paris France,48.8768496,2.3535175
Lucien,4.2,N/A,Bistros,8 rue Lucien Sampaix 75010 Paris France,48.87107,2.36008
Le Verre Taquin,4.6,N/A,"Wine Bars, French",22 rue Juliette Dodu 75010 Paris France,48.8758962495005,2.36877180416375
Sur Mer,4.6,N/A,Seafood,53 rue de Lancry 75010 Paris France,48.871712,2.3622216
Café du Nord,3.4,€€,"Brasseries, Breakfast & Brunch, Tea Rooms",19 rue de Dunkerque 75010 Paris France,48.87963,2.35568
La Pendule Occitane,4.5,€€,French,27 Rue Bouchardon 75010 Paris France,48.87102,2.35802
La Cantine de Quentin,3.9,€€,"French, Wine Bars, Delicatessen",52 rue Bichat 75010 Paris France,48.87403,2.36396
Ciacco,4.5,€€,"Italian, Pizza",9 rue Rene Boulanger 75010 Paris France,48.8691597,2.3577001
Piccoli Cugini,3.8,€€,"Italian, Pizza",34 rue des Vinaigriers 75010 Paris France,48.87316,2.36187
Au P'tit Curieux,4.5,N/A,"French, Bistros, Bars",27 rue de Sambre-et-Meuse 75010 Paris France,48.87469,2.37272
Jumbo Express,4.9,€,"Vietnamese, Thai",25 rue Eugène Varlin 75010 Paris France,48.8789393,2.3633725
Siam Square Thaï Street Food,4.8,N/A,Thai,1 boulevard de Magenta 75010 Paris France,48.868747,2.362572
Blackburn,4.3,€€,"Cafes, Breakfast & Brunch, Vegetarian",52 rue du faubourg Saint-Martin 75010 Paris France,48.8708611,2.3568101
Bistrot Brune,4.5,N/A,French,70 rue du Faubourg Saint-Martin 75010 Paris France,48.87157,2.35726
Le Bichat,4.4,€€,"Cafes, Breakfast & Brunch",11 rue Bichat 75010 Paris France,48.8697,2.36916
Kheak & Vero,4.3,€€,"Thai, Vietnamese",1 rue Alexandre Parodi 75010 Paris France,48.8793153207581,2.36641645431519
Inaro,4.4,€€,"Wine Bars, Tapas/Small Plates, Breakfast & Brunch",38 rue René Boulanger 75010 Paris France,48.868423,2.361196
Levantine,4.6,N/A,Mediterranean,36 rue Bichat 75010 Paris France,48.87154,2.36814
Extérieur Quai,4.0,€€,"Bistros, Brasseries, Beer Bar",5 rue d'Alsace 75010 Paris France,48.876739,2.357609
Les Résistants,4.7,€€€,French,16-18 rue du Château d'Eau 75010 Paris France,48.870082,2.360515
Le Petit Château d'Eau,4.0,€€,"French, Bars",34 rue Château d'Eau 75010 Paris France,48.870663,2.359414
La Réclame,5.0,€€,"Delicatessen, Breakfast & Brunch",34 rue des Petites Écuries 75010 Paris France,48.873901,2.3508
Floyd's,4.4,€€€,"Barbeque, Bars, Steakhouses",11 rue d'Enghien 75010 Paris France,48.87174,2.35236
Chennai dosa,4.8,N/A,Indian,168 rue du Faubourg Saint-Denis 75010 Paris France,48.879724,2.35751
El Nopal,4.1,€€,Mexican,3 rue Eugène Varlin 75010 Paris France,48.87791,2.36513
Two Stories,4.9,€€€,"American, Cajun/Creole",72 quai de Jemmapes 75010 Paris France,48.8714683,2.3657338
Le Catrina,4.0,€€,"French, Cocktail Bars",141 rue du faubourg Saint-Denis 75010 Paris France,48.8779182,2.3562801
La Marina,4.4,€€,Pizza,8 rue du Château Landon 75010 Paris France,48.8799848229986,2.36236127679701
Le Bistro,3.1,€€,"French, Bars",32 boulevard de Magenta 75010 Paris France,48.871784,2.360403
Les Routiers,4.4,€€,"French, Bistros",50 bis rue Marx Dormoy 75018 Paris France,48.888886,2.360083
La Chambre aux Oiseaux,3.8,€€,"Breakfast & Brunch, Desserts",48 rue Bichat 75010 Paris France,48.873898445596,2.3645184530671
Gravity Bar,4.3,€€,"Cocktail Bars, Tapas/Small Plates",44 rue des Vinaigriers 75010 Paris France,48.873254,2.360793
De L'Autre Côté,4.2,€€,Restaurants,7 rue Léon Jouhaux République 75010 Paris France,48.86904,2.3639199
Les Petites Ecuries,4.2,€€,French,40 rue des Petites Ecuries 75010 Paris France,48.87391,2.350283
L'Apostrophe,4.1,€€,"French, Bars",23 rue Grange aux Belles 75010 Paris France,48.8747138093298,2.36625861569564
John Viande,4.4,€€,"Burgers, Beer Bar, Cocktail Bars",7bis rue de Paradis 75010 Paris France,48.874333,2.354259
FLESH,4.6,€€€,Barbeque,23 rue Louis Blanc 75010 Paris France,48.88009,2.36684
La Cantine Fabien,4.4,€,"Bars, Bistros",5 place du Colonel Fabien 75010 Paris France,48.8777199,2.3697
Au Faubourg,4.0,€€,"Bars, Brasseries",92 rue du Faubourg Saint-Denis 75010 Paris France,48.8742,2.35541
East Bunker,4.0,N/A,"Bistros, French",1 avenue de Verdun 75010 Paris France,48.8761644,2.3605032
Gros Bao Paris,4.9,N/A,Chinese,72 Quai de Jemmapes 75010 Paris France,48.87147,2.36569
SAaM,4.1,€€,Korean,59 bis rue de Lancry 75010 Paris France,48.87207,2.3626
le cambodge,3.9,€€,"Cambodian, Pan Asian, Vegetarian",10 avenue Richerand 75010 Paris France,48.8721809678125,2.36618243157864
Adaggio,4.9,N/A,"Pizza, Italian",207 rue la Fayette 75010 Paris France,48.88116853365,2.36392434686422
Café Bonne Biere,4.0,€€,"Brasseries, Bistros",32 rue du Faubourg du Temple 75011 Paris France,48.8688999,2.36809
Pramil,4.3,€€€,French,9 rue Vertbois 75003 Paris France,48.86683,2.35867
Restaurant le Robinet d'Or,4.1,€€,"Bistros, Breakfast & Brunch",7 rue Eugène Varlin 75010 Paris France,48.8781474,2.3647457
Han Shi Fang,4.3,€€€,"Hot Pot, Chinese",2 rue de Lancry 75010 Paris France,48.8687029491847,2.35999491065741
Massawa,4.3,€€,"African, Ethiopian, Vegetarian",22 rue du Château Landon 75010 Paris France,48.881435,2.36298
L'école Buissonière,4.2,€€,Bistros,8 rue pierre Dupont 75010 Paris France,48.8790588,2.36483
0/Gustave,4.9,€€,"Wine Bars, Cafes",41 rue du Faubourg Saint-Martin 75010 Paris France,48.87071,2.35641
Gros,4.3,€€€,French,4 cours des Petites Écuries 75010 Paris France,48.87243,2.35363
L'Epicerie Musicale,4.4,€€,"Italian, Convenience Stores, Breakfast & Brunch",55 bis quai de Valmy 75010 Paris France,48.8706530985989,2.36546493890072
Holybelly 19,4.4,€€,"Breakfast & Brunch, Cafes, Desserts",19 rue Lucien Sampaix 75010 Paris France,48.87213,2.36078
Paul,3.0,€,"Bakeries, Coffee & Tea, Breakfast & Brunch",4 rue du 8 Mai 1945 75010 Paris France,48.876906,2.359505
La Fontaine de Belleville,4.1,€€,"Cafes, Bars, Sandwiches",31 - 33 rue Juliette Dodu 75010 Paris France,48.87577,2.36856
Les Pieds sous la Table,4.6,€€,"French, Tapas Bars",130 Rue St Maur 75011 Paris France,48.86793,2.37532
La Bulle,4.0,€€€,French,48 rue Louis Blanc 75010 Paris France,48.882134,2.363611
Grand Amour Hôtel,4.2,€€,"Hotels, French, Breakfast & Brunch",18 rue de la Fidélité 75010 Paris France,48.87454,2.3562
Sol Semilla,4.2,€€,"Gluten-Free, Vegan, Organic Stores",23 rue des Vinaigriers 75010 Paris France,48.873099,2.363134
L'Étoile d'Afrique,4.5,N/A,African,67 boulevard de Strasbourg 75010 Paris France,48.87381,2.35677
Republique of Coffee,4.2,€,"Coffee & Tea, Breakfast & Brunch",2 boulevard Saint-Martin 75010 Paris France,48.86817,2.36204
Mamagaya,5.0,N/A,Pizza,132 boulevard de la Villette 75019 Paris France,48.87867,2.37057
La Marine,3.7,€€,French,55bis quai de Valmy 75010 Paris France,48.870604,2.36533366888659
John Circus,4.9,€€€,"Cocktail Bars, Beer Bar, Pizza",103 rue du Faubourg Saint Denis 75010 Paris France,48.8748999,2.35562
Oh Africa,4.7,€,African,85 bis Boulevard Magenta Marché Couvert St Quentin 75010 Paris France,48.8764901479765,2.3557456119489
Chez Marius,5.0,N/A,"French, Wine Bars",11 rue de Chabrol 75010 Paris France,48.87655,2.35491
La Belle Équipe,4.4,€€,"Bistros, French, Cafes",92 rue de Charonne 75011 Paris France,48.85384,2.38197
Café des Anges,4.0,€€,French,66 rue de la Roquette 75011 Paris France,48.8554671035123,2.37455475240992
La Buvette,4.4,€€,"Wine Bars, French",67 rue St Maur 75011 Paris France,48.86306,2.37928
La Mère Poule,5.0,N/A,French,101 rue Oberkampf 75011 Paris France,48.8656069100645,2.37689014524221
Chez Troquette,4.9,€€,French,1 rue Saint-Maur 75011 Paris France,48.85866,2.38339
Nove,4.6,€€,Italian,9 rue de Charonne 75011 Paris France,48.852512,2.374132
Aujourd'hui Demain,4.6,N/A,"Concept Shops, Vegan, Delicatessen",42 rue du Chemin Vert 75011 Paris France,48.8589399,2.37452
Les Marcheurs de Planète,4.5,€€,"French, Wine Bars",73 rue Roquette 75011 Paris France,48.856591,2.37713
Le Quartier Libre,5.0,€€,Bistros,69 rue de la Roquette 75011 Paris France,48.8565198869923,2.37687794603266
Chez Moi,4.5,€€,"Salad, French",1 rue Saint-Ambroise 75011 Paris France,48.86123,2.3751699
Oxymore,4.7,N/A,"Pizza, French, Cocktail Bars",60 rue Saint-Maur 75011 Paris France,48.8631825234595,2.37932123243809
La Mère Lachaise,4.7,N/A,French,78 boulevard Ménilmontant 75020 Paris France,48.86433,2.38626
L'Assassin,4.0,€€,French,99 rue Jean-Pierre Timbaud 75011 Paris France,48.86874,2.37997
La Brigade Oberkampf,4.3,N/A,Steakhouses,103 rue Oberkampf 75011 Paris France,48.86564,2.3769999
L'Ami Justin,4.3,N/A,French,28 boulevard de Ménilmontant Paris 75011 Paris France,48.86348,2.38647
Clamato,4.3,€€€,"Seafood, French",80 rue Charonne 75011 Paris France,48.85357,2.38037
Le Chat Ivre,4.6,€€,"Modern European, Wine Bars",22 Rue Taillandiers 75011 Paris France,48.85524,2.37476
La Cigale du 11,4.7,€€,"French, Bars",33 rue Pétion 75011 Paris 11 France,48.85972,2.38062
La Robe de la Girafe,4.4,€€€,"Brasseries, Bistros, Wine Bars",5 rue Froment 75011 Paris France,48.8567157,2.3731725
La Popina,4.4,€€,"Wine Bars, Tapas Bars, Mediterranean",88 rue Saint-Maur 75011 Paris France,48.8649292,2.3779299
Septime,4.3,€€€€,Modern European,80 rue de Charonne 75011 Paris France,48.85355,2.380665
L'Artiste,3.8,€€,"French, Cocktail Bars, Breakfast & Brunch",153 rue de la Roquette 75011 Paris France,48.85952,2.38652
Maison Nouilles,4.8,€€,"Soup, Chinese, Pan Asian",125 rue de la Roquette 75011 Paris France,48.8583794,2.3826399
Les Embruns,4.4,€€,"French, Creperies",8 rue de Lyon 75012 Paris France,48.847,2.37182
L'Entracte Bistrot,4.7,€€€,"French, Bistros",21 rue Malte Brun 75020 Paris France,48.8648,2.39715
Le Saint Sébastien,4.7,N/A,"Wine Bars, French, Bistros",42 rue Saint-Sébastien 75011 Paris France,48.86156,2.37102
La Cave de l'Insolite,4.5,€€€,"Beer, Wine & Spirits, Bistros",30 rue de la Folie Méricourt 75011 Paris France,48.8630409,2.3731
Rosie,4.3,N/A,Brasseries,53 rue du Faubourg Saint-Antoine 75011 Paris France,48.85219,2.37304
Pancake Sisters,5.0,N/A,Breakfast & Brunch,8 rue Popincourt 75011 Paris France,48.85721,2.37762
TAEM,5.0,N/A,"Butcher, Steakhouses",14 rue Popincourt 75004 Paris France,48.85764,2.37731
Aux Deux Amis,3.9,€€,"Bistros, Bars, Tapas/Small Plates",45 rue Oberkampf 75011 Paris France,48.86459,2.37184
Café d'Albert,4.6,€€,"Lounges, French",109 boulevard de Charonne 75011 Paris France,48.85609,2.3944
Café Zadig,3.8,€€,"French, Cafes",164 ave Ledru Rollin 75011 Paris France,48.8566017,2.37939
Rivoluzione,4.3,N/A,"Italian, Pizza",24 rue des Taillandiers 75011 Paris France,48.8553929024584,2.37480393872754
Meneksé,4.5,€€,Turkish,7 passage Main d'Or 75011 Paris France,48.8518,2.37791
Balls,4.2,€€,French,47 rue Saint-Maur 75011 Paris France,48.86186,2.38038
La Cave du Septime,4.5,€€,"Tapas Bars, Beer, Wine & Spirits, Wine Bars",3 rue Basfroi 75011 Paris France,48.85376787,2.38024539
L'Horloge,4.6,€€,Brasseries,71 rue Servan 75011 Paris France,48.8637,2.38118
New Hanoï,5.0,€,"Vietnamese, Soup",25 rue Saint-Sabin 75011 Paris France,48.8560910919965,2.37112205475569
Chez Paul,3.8,€€€,Bistros,13 rue Charonne 75011 Paris France,48.85278,2.37435
Small Kitchen,5.0,N/A,"Bistros, Bars",56 boulevard Richard Lenoir 75012 Paris France,48.8594,2.3724
Café Le Papillon,4.0,€€,"French, Wine Bars, Bistros",144 rue de Bagnolet 75020 Paris France,48.85973,2.40224
Le Mezzé du Liban,4.3,€€,Lebanese,48 bis rue Saint Maur 75011 Paris France,48.8623,2.38011
Pause Café,3.9,€€,"French, Bistros",41 rue de Charonne 75011 Paris France,48.85335056419,2.3767881469275
Express de Lyon,4.3,€€,"Sports Bars, Brasseries, Bistros",1 rue Lyon 75012 Paris France,48.8458754234665,2.37198472387308
In The Garden,4.6,N/A,"Beer Bar, Tapas Bars",39 rue Saint-Maur 75011 Paris France,48.8614156022866,2.38067463901916
Chez Lui,3.9,N/A,"Wine Bars, French",67 rue Saint-Maur 75011 Paris France,48.86292,2.37931
Pizza Julia,4.7,€,Pizza,43 rue de Charenton 75012 Paris France,48.8516654154578,2.37197349693813
Ma'Lucia,5.0,€€,Italian,54 rue Basfroi 75011 Paris France,48.85662,2.37808
Grounded,5.0,N/A,"Cafes, Breakfast & Brunch",101 rue de Charonne 75011 Paris France,48.8545089,2.384102
Santa Carne,4.3,€€€,"Argentine, Steakhouses, Barbeque",3 boulevard Richard Lenoir 75011 Paris France,48.854727,2.369435
Nhà-quê,4.3,€€€,Vietnamese,20 rue du Général Guilhem 75011 Paris France,48.8619919,2.37958
La Cappadoce,4.4,€,"Turkish, Bars",100 rue de la Roquette 75011 Paris France,48.8565908079716,2.37737857295549
Les Galopins,4.0,€€,French,24 rue Taillandiers 75011 Paris France,48.8552930806951,2.37487873444103
Lou Tiap,4.7,€€,French Southwest,81 rue de Bagnolet 75020 Paris France,48.8584351866272,2.40054457761232
Louie Louie,4.3,€€,"Pizza, Cocktail Bars",78 rue de Charonne 75011 Paris France,48.8534999,2.3803
Café Méricourt,4.1,€€,"Breakfast & Brunch, Coffee & Tea",22 rue de la Folie Méricourt 75011 Paris France,48.862494,2.373695
Les Niçois,3.7,€€,"French, Bars, Delicatessen",7 rue Lacharrière 75011 Paris France,48.862093,2.378005
Le 54,5.0,N/A,"French, Brasseries, Italian",54 rue Godefroy Cavaignac 75011 Paris France,48.85718,2.37996
Phô Thaï,4.8,€€,"Vietnamese, Thai",53 rue de Montreuil 75011 Paris France,48.85051,2.38906
Le Robinet,5.0,N/A,"Bars, French",123 bd de Ménilmontant 75011 Paris France,48.8659,2.38371
Monsieur Matthieu,4.8,€€,"Wine Bars, Sandwiches",101 rue du chemin Vert 75011 Paris France,48.861151,2.380856
Auciel,4.3,€€,"Chinese, Hot Pot",97 rue de Charonne 75011 Paris France,48.854375,2.383591
Le Train Bleu,3.7,€€€,French,Place Louis Armand 1er étage 75012 Paris France,48.844901,2.373278
Café Oberkampf,4.4,€€,Cafes,3 rue Neuve Popincourt 75011 Paris France,48.86469,2.37398
Asia Bò Bún,4.6,€€,Vietnamese,41 rue de Lappe 75011 Paris France,48.853291,2.373667
MELT OBERKAMPF,4.5,€€€,"Steakhouses, Barbeque, American",74 rue folie méricourt 75011 Paris France,48.865612,2.370802
L'Echoppe de Paris,4.5,€€,"Burgers, Bistros",16 rue Léon Frot 75011 Paris France,48.853963,2.387988
Art & Thé,4.4,€€,Bistros,168 rue de la Roquette 75011 Paris France,48.8590075911863,2.38587221935256
Qui Plume la Lune,4.4,€€€€,French,50 rue Amelot 75011 Paris France,48.8590698,2.3684101
Brutos,4.5,€€€,"Barbeque, Brazilian",5 rue du Général Renault 75011 Paris France,48.86152,2.378171
Le Singe à Paris,4.6,N/A,French,40 rue Traversière 75012 Paris France,48.8489999,2.37471
Le Bistrot d'Avron,4.1,€€,French,17 rue d'Avron 75020 Paris France,48.85164,2.39967
Les Fabricants,4.0,€€,"Basque, French Southwest",61 rue Jean-Pierre Timbaud 75011 Paris France,48.867163,2.374997
A Deux Pas,4.6,€€,French,55 rue Saint-Maur 75011 Paris France,48.86221,2.38004
Il Covo,4.9,€€€,"Wine Bars, Italian",104 rue Saint-Maur 75011 Paris France,48.8655727,2.3774005
Le Grain de Riz,4.2,€€,"Vietnamese, Pan Asian",49 rue Godefroy Cavaignac 75011 Paris France,48.857055146508,2.3798497820125
Le Siffleur de Ballons,4.3,€€,"Bistros, Wine Bars",34 rue de Citeaux 75012 Paris France,48.84965,2.38117
L'Auberge de Flora,3.9,€€€,"French, Hotels",44 bd Richard-Lenoir 75011 Paris France,48.8582476959153,2.37192939235449
Le P'tit Bréguet : Bistro Auvergnat,4.0,€€,"Bistros, Auvergnat",9 rue Boulle 75011 Paris France,48.8569699,2.3721199
Le Pure Café,3.9,€€,"French, Bars, Bistros",14 rue Jean Macé 75011 Paris France,48.853316375929,2.3833076374542
Bien Ficelé,4.0,€€,"Steakhouses, French, Breakfast & Brunch",51 Boulevard Voltaire 75011 Paris France,48.86236,2.37279
L'Armagnac,4.0,€€,Bistros,104 rue Charonne 75011 Paris France,48.854496,2.384889
L'Ebauchoir,4.2,€€€,French,43-45 rue de Citeaux 75012 Paris France,48.849860429523,2.381131
Ben's,4.4,€€,"Burgers, Diners, Fish & Chips",19 rue du Faubourg Saint-Antoine 75011 Paris France,48.8529063,2.3712585
Le Chat Bossu,3.9,€€,"Bistros, Coffee & Tea, Cafes",37 rue de Cotte 75012 Paris France,48.8505523,2.3783794
Chez Raymonde,5.0,€€,"Wine Bars, Bistros, Cocktail Bars",104 bd Richard Lenoir 75011 Paris France,48.8635645,2.3717973
L'Atelier Gusto,4.0,N/A,"Tapas Bars, Delicatessen, Mediterranean",45 rue Saint-Maur 75011 Paris France,48.8617453043,2.3804621771
